geocode,valor,data
28,54,2002-12-31
28,28,2003-12-31
28,47,2004-12-31
28,66,2005-12-31
28,74,2006-12-31
28,112,2007-12-31
28,74,2008-12-31
28,74,2009-12-31
28,140,2010-12-31
28,130,2011-12-31
28,98,2012-12-31
28,72,2013-12-31
28,78,2014-12-31
28,90,2015-12-31
28,64,2016-12-31
28,126,2017-12-31
28,236,2018-12-31
28,311,2019-12-31
28,189,2020-12-31
28,197,2021-12-31
28,302,2022-12-31
29,783,2000-12-31
29,612,2001-12-31
29,483,2002-12-31
29,557,2003-12-31
29,638,2004-12-31
29,729,2005-12-31
29,552,2006-12-31
29,417,2007-12-31
29,364,2008-12-31
29,555,2009-12-31
29,541,2010-12-31
29,560,2011-12-31
29,469,2012-12-31
29,535,2013-12-31
29,914,2014-12-31
29,687,2015-12-31
29,502,2016-12-31
29,594,2017-12-31
29,644,2018-12-31
29,528,2019-12-31
29,410,2020-12-31
29,385,2021-12-31
29,386,2022-12-31
31,104,2000-12-31
31,232,2001-12-31
31,474,2002-12-31
31,566,2003-12-31
31,891,2004-12-31
31,875,2005-12-31
31,891,2006-12-31
31,953,2007-12-31
31,1105,2008-12-31
31,1439,2009-12-31
31,1445,2010-12-31
31,1454,2011-12-31
31,1302,2012-12-31
31,1449,2013-12-31
31,1539,2014-12-31
31,1732,2015-12-31
31,1717,2016-12-31
31,2113,2017-12-31
31,1658,2018-12-31
31,1478,2019-12-31
31,1043,2020-12-31
31,963,2021-12-31
31,1099,2022-12-31
32,5,2000-12-31
32,9,2001-12-31
32,2,2002-12-31
32,6,2003-12-31
32,3,2004-12-31
32,6,2005-12-31
32,5,2006-12-31
32,2,2007-12-31
32,6,2008-12-31
32,14,2009-12-31
32,7,2010-12-31
32,16,2011-12-31
32,13,2012-12-31
32,24,2013-12-31
32,13,2014-12-31
32,39,2015-12-31
32,36,2016-12-31
32,64,2017-12-31
32,56,2018-12-31
32,39,2019-12-31
32,12,2020-12-31
32,28,2021-12-31
32,39,2022-12-31
33,3,2000-12-31
33,12,2001-12-31
33,1,2002-12-31
33,3,2003-12-31
33,5,2004-12-31
33,9,2005-12-31
33,17,2006-12-31
33,11,2007-12-31
33,8,2009-12-31
33,3,2010-12-31
33,7,2011-12-31
33,21,2012-12-31
33,42,2013-12-31
33,28,2014-12-31
33,32,2015-12-31
33,31,2016-12-31
33,36,2017-12-31
33,28,2018-12-31
33,37,2019-12-31
33,20,2020-12-31
33,29,2021-12-31
33,39,2022-12-31
35,107,2000-12-31
35,147,2001-12-31
35,221,2002-12-31
35,319,2003-12-31
35,283,2004-12-31
35,305,2005-12-31
35,429,2006-12-31
35,392,2007-12-31
35,466,2008-12-31
35,354,2009-12-31
35,372,2010-12-31
35,411,2011-12-31
35,448,2012-12-31
35,419,2013-12-31
35,428,2014-12-31
35,439,2015-12-31
35,437,2016-12-31
35,615,2017-12-31
35,588,2018-12-31
35,596,2019-12-31
35,456,2020-12-31
35,524,2021-12-31
35,655,2022-12-31
41,5,2001-12-31
41,3,2002-12-31
41,3,2003-12-31
41,4,2004-12-31
41,3,2005-12-31
41,3,2006-12-31
41,8,2007-12-31
41,6,2008-12-31
41,3,2009-12-31
41,11,2010-12-31
41,5,2011-12-31
41,6,2012-12-31
41,1,2013-12-31
41,5,2014-12-31
41,21,2015-12-31
41,43,2016-12-31
41,44,2017-12-31
41,81,2018-12-31
41,58,2019-12-31
41,32,2020-12-31
41,43,2021-12-31
41,44,2022-12-31
42,1,2000-12-31
42,1,2001-12-31
42,2,2002-12-31
42,1,2003-12-31
42,4,2004-12-31
42,1,2005-12-31
42,2,2007-12-31
42,3,2008-12-31
42,1,2009-12-31
42,2,2011-12-31
42,3,2012-12-31
42,4,2013-12-31
42,9,2014-12-31
42,14,2015-12-31
42,12,2016-12-31
42,28,2017-12-31
42,28,2018-12-31
42,25,2019-12-31
42,23,2020-12-31
42,21,2021-12-31
42,29,2022-12-31
43,1,2001-12-31
43,2,2002-12-31
43,1,2003-12-31
43,1,2004-12-31
43,2,2006-12-31
43,2,2008-12-31
43,30,2009-12-31
43,16,2010-12-31
43,6,2011-12-31
43,7,2012-12-31
43,19,2013-12-31
43,14,2014-12-31
43,6,2015-12-31
43,15,2016-12-31
43,87,2017-12-31
43,65,2018-12-31
43,52,2019-12-31
43,43,2020-12-31
43,27,2021-12-31
43,51,2022-12-31
50,72,2000-12-31
50,130,2001-12-31
50,266,2002-12-31
50,325,2003-12-31
50,365,2004-12-31
50,345,2005-12-31
50,354,2006-12-31
50,335,2007-12-31
50,369,2008-12-31
50,371,2009-12-31
50,507,2010-12-31
50,578,2011-12-31
50,700,2012-12-31
50,651,2013-12-31
50,590,2014-12-31
50,493,2015-12-31
50,516,2016-12-31
50,527,2017-12-31
50,461,2018-12-31
50,381,2019-12-31
50,283,2020-12-31
50,286,2021-12-31
50,404,2022-12-31
51,7,2000-12-31
51,15,2001-12-31
51,14,2002-12-31
51,23,2003-12-31
51,21,2004-12-31
51,27,2005-12-31
51,32,2006-12-31
51,37,2007-12-31
51,69,2008-12-31
51,84,2009-12-31
51,75,2010-12-31
51,163,2011-12-31
51,179,2012-12-31
51,124,2013-12-31
51,87,2014-12-31
51,88,2015-12-31
51,85,2016-12-31
51,51,2017-12-31
51,47,2018-12-31
51,42,2019-12-31
51,32,2020-12-31
51,36,2021-12-31
51,35,2022-12-31
52,76,2000-12-31
52,45,2001-12-31
52,44,2002-12-31
52,46,2003-12-31
52,61,2004-12-31
52,38,2005-12-31
52,51,2006-12-31
52,38,2007-12-31
52,40,2008-12-31
52,36,2009-12-31
52,74,2010-12-31
52,47,2011-12-31
52,51,2012-12-31
52,75,2013-12-31
52,120,2014-12-31
52,104,2015-12-31
52,98,2016-12-31
52,153,2017-12-31
52,126,2018-12-31
52,107,2019-12-31
52,92,2020-12-31
52,75,2021-12-31
52,80,2022-12-31
53,63,2000-12-31
53,2,2001-12-31
53,1,2002-12-31
53,77,2004-12-31
53,108,2005-12-31
53,109,2006-12-31
53,96,2007-12-31
53,93,2008-12-31
53,93,2009-12-31
53,85,2010-12-31
53,95,2011-12-31
53,71,2012-12-31
53,101,2013-12-31
53,133,2014-12-31
53,143,2015-12-31
53,113,2016-12-31
53,140,2017-12-31
53,113,2018-12-31
53,118,2019-12-31
53,86,2020-12-31
53,83,2021-12-31
53,57,2022-12-31
